department,education,fullName,gender,eligibleOverTime,active,martialStatus,jobRole,attritionDescription,businessTravel,stockOptionLevel,birthdate,distancefromhome,environmentSatisfaction,GrossMonthlyRate,jobInvolvement,jobLevel,jobSatisfaction,netHourlyRate,numPreviousCompanies,percentSalaryHike,performanceRating,relationshipSatisfaction,totalWorkingYears,trainingTimesLY,worklifeBalance,yearsAtCompany,yearsCurrentRole,yearsSinceLastPromotion,yearsCurrManager,Date Recrutement,Date Exit
R&D,Doctoral Degree,Stacey Salazar,Male,0,1,Married,Manager,Poor workplace culture,Travel_Frequently,Low,19750304,4,3,5602,2,4,4,89,2,25,4,2,23,3,3,2,2,2,2,3/29/2021 0:00,
R&D,Doctoral Degree,Stefanie Hughes,Male,1,1,Single,Healthcare Representative,Poor workplace culture,Travel_Rarely,None,19900927,8,4,22049,3,2,3,69,2,17,3,1,14,6,3,0,0,0,0,3/29/2023 0:00,
R&D,Doctoral Degree,Tatiana Oxbrow,Female,1,1,Married,Research Scientist,Not enough career opportunities ,Non-Travel,Medium,19860505,25,2,23866,3,2,3,72,3,15,3,1,15,2,3,13,11,10,7,4/1/2010 0:00,
R&D,Doctoral Degree,Tony Travis,Male,0,1,Married,Manufacturing Director,Not fitting in and feeling a sense of belonging,Travel_Rarely,High,19840602,10,2,3835,3,2,1,76,2,13,3,4,10,3,3,7,7,7,7,3/30/2016 0:00,
R&D,Doctoral Degree,Tracy Knapp,Male,0,1,Married,Research Director,Poor work-life balance,Travel_Rarely,Low,19760409,5,4,16375,3,5,3,42,4,11,3,2,21,2,3,3,2,1,1,3/29/2020 0:00,
R&D,Doctoral Degree,Willie Ridgewell,Male,0,1,Married,Healthcare Representative,Poor job satisfaction and pay,Non-Travel,Low,19831121,9,4,14242,2,2,4,63,9,14,3,4,5,5,1,3,2,0,2,3/29/2020 0:00,
R&D,Doctoral Degree,Zachary Davis,Female,0,1,Divorced,Research Director,Lack of employee motivation,Travel_Rarely,Low,19901009,1,1,22578,4,4,3,95,4,19,3,3,10,2,3,6,1,0,5,3/30/2017 0:00,
R&D,Doctoral Degree,Zachary Hanson,Male,0,1,Married,Healthcare Representative,Not fitting in and feeling a sense of belonging,Non-Travel,Low,19830517,9,4,14242,2,2,4,63,9,14,3,4,5,5,1,3,2,0,2,3/29/2020 0:00,
R&D,High School,Adam Davis,Female,0,1,Married,Research Scientist,Poor work-life balance,Travel_Rarely,Low,19790912,2,1,19982,4,1,4,72,1,13,3,4,10,5,3,10,5,7,7,3/31/2013 0:00,
R&D,High School,Adam Marks,Male,0,0,Single,Research Scientist,Poor workplace culture,Travel_Frequently,None,19970202,3,3,6582,3,1,1,73,0,22,4,3,7,2,3,6,4,0,4,,
R&D,High School,Adella Lanney,Male,1,0,Single,Research Scientist,Poor workplace culture,Travel_Rarely,None,20030818,10,4,26999,3,1,3,32,1,11,3,4,1,5,3,1,0,1,1,9/22/2014 0:00,9/22/2015 0:00
R&D,High School,Aldon Worsam,Female,0,1,Married,Laboratory Technician,Poor job satisfaction and pay,Travel_Frequently,Low,19841221,8,3,17872,3,1,3,48,1,11,3,1,8,3,3,8,3,0,7,3/31/2015 0:00,
R&D,High School,Alex Parker,Male,0,1,Single,Research Scientist,Poor job satisfaction and pay,Travel_Rarely,None,19840103,24,1,5340,3,2,4,52,7,13,3,1,18,2,3,7,7,1,7,3/30/2016 0:00,
R&D,High School,Alexandre Moulder,Male,1,1,Married,Research Scientist,Poor work-life balance,Travel_Rarely,None,19890118,6,3,6020,3,1,3,66,0,14,3,4,4,3,3,3,2,2,2,3/29/2020 0:00,
R&D,High School,Alexandro Baress,Female,0,1,Married,Manufacturing Director,Lack of employee motivation,Travel_Rarely,Low,19840423,1,4,7060,2,4,4,65,1,16,3,3,21,3,3,21,6,11,8,4/3/2002 0:00,
R&D,High School,Alyssa Walters,Male,1,1,Married,Laboratory Technician,Poor job satisfaction and pay,Travel_Rarely,Medium,19930611,1,4,15998,2,2,4,55,1,12,3,3,10,1,2,10,8,3,0,3/31/2013 0:00,
R&D,High School,Amy Mckee,Male,1,0,Single,Research Scientist,Not enough career opportunities ,Travel_Rarely,None,19950109,18,3,14961,2,1,4,86,1,13,3,3,4,3,2,4,3,0,1,4/13/2011 0:00,4/12/2015 0:00
R&D,High School,Andrea Tucker,Female,0,1,Married,Manager,Poor work-life balance,Travel_Rarely,Low,19830813,4,4,6499,3,5,3,46,1,14,3,2,21,2,3,20,8,9,9,4/3/2003 0:00,
R&D,High School,Andrew Hanson,Female,0,1,Divorced,Manufacturing Director,Poor workplace culture,Travel_Rarely,Medium,19990203,17,4,24117,2,2,3,41,1,15,3,2,5,6,3,4,2,3,2,3/30/2019 0:00,
R&D,High School,Angela Hill,Male,0,1,Divorced,Laboratory Technician,Poor workplace culture,Travel_Rarely,High,19990221,29,2,3622,3,1,1,91,1,13,3,2,6,2,4,6,2,1,2,3/30/2017 0:00,
R&D,High School,Anna Harris,Female,0,1,Divorced,Research Scientist,Poor workplace culture,Travel_Frequently,Medium,19971207,1,1,25265,2,1,3,66,1,13,3,3,5,5,3,5,3,1,3,3/30/2018 0:00,
R&D,High School,Anthony Alexander,Female,1,1,Married,Healthcare Representative,Poor work-life balance,Travel_Rarely,Low,19740610,6,3,11652,2,4,3,41,2,19,3,2,30,3,3,15,11,2,12,4/1/2008 0:00,
R&D,High School,Athene Allatt,Male,1,1,Divorced,Research Director,Poor work-life balance,Travel_Rarely,Low,19961109,5,3,8842,2,3,4,42,1,16,3,2,9,3,3,9,8,0,8,3/31/2014 0:00,
R&D,High School,Audrey Chen,Female,1,0,Single,Healthcare Representative,Poor work-life balance,Travel_Frequently,None,19940618,14,3,22930,3,3,4,84,0,12,3,1,9,1,3,8,7,7,7,6/6/2007 0:00,6/4/2015 0:00
R&D,High School,Austin Anderson,Female,0,1,Married,Research Director,Poor workplace culture,Non-Travel,Medium,19760526,1,3,17231,3,3,2,98,0,18,3,1,14,3,1,13,8,5,12,4/1/2010 0:00,
R&D,High School,Austin Lynn,Female,1,1,Married,Healthcare Representative,Not enough career opportunities ,Travel_Rarely,Low,19880121,21,4,19170,3,2,4,51,1,25,4,4,10,2,1,10,6,0,7,3/31/2013 0:00,
R&D,High School,Barry Habbon,Male,0,1,Married,Research Scientist,Lack of employee motivation,Travel_Rarely,None,20010508,6,1,12145,3,1,3,69,0,20,4,4,3,3,3,2,2,2,2,3/29/2021 0:00,
R&D,High School,Berton Dacey,Female,0,1,Divorced,Laboratory Technician,Poor job satisfaction and pay,Travel_Rarely,High,19940201,7,1,6054,2,1,4,62,6,14,3,3,8,5,3,4,3,0,3,3/30/2019 0:00,
R&D,High School,Brenda Robinson,Male,0,1,Married,Laboratory Technician,Lack of employee motivation,Travel_Rarely,None,19970104,11,2,7679,3,1,1,91,0,14,3,2,6,3,4,5,0,1,4,3/30/2018 0:00,
R&D,High School,Bret Colombier,Male,0,1,Married,Laboratory Technician,Poor job satisfaction and pay,Travel_Rarely,Low,19960204,2,1,16632,3,1,2,40,9,12,3,4,6,3,3,2,2,2,2,3/29/2021 0:00,
R&D,High School,Brian Morales,Female,1,0,Married,Manufacturing Director,Poor job satisfaction and pay,Travel_Rarely,Low,20011214,3,2,10022,3,2,3,34,0,19,3,1,4,3,4,3,2,0,2,9/2/2012 0:00,9/2/2015 0:00
R&D,High School,Brian Weber,Male,0,0,Single,Research Scientist,Lack of employee motivation,Travel_Rarely,None,19891112,6,2,17102,3,1,1,83,2,11,3,3,8,2,3,4,2,1,3,5/11/2011 0:00,5/10/2015 0:00
R&D,High School,Brittany Levy,Female,1,1,Married,Research Scientist,Not fitting in and feeling a sense of belonging,Travel_Rarely,Low,19921022,12,3,6984,3,1,4,95,8,23,4,3,7,0,3,4,2,0,2,3/30/2019 0:00,
R&D,High School,Broderick Heathcoat,Male,0,1,Married,Manufacturing Director,Poor work-life balance,Travel_Frequently,None,19890927,2,4,14074,2,2,3,45,1,17,3,3,10,2,2,10,9,1,9,3/31/2013 0:00,
R&D,High School,Bron Bulfit,Female,0,1,Married,Manufacturing Director,Poor workplace culture,Travel_Frequently,Low,19920504,1,3,11275,3,2,1,96,1,12,3,3,4,1,3,4,3,0,3,3/30/2019 0:00,
R&D,High School,Bryan Hays,Female,0,1,Divorced,Research Director,Not enough career opportunities ,Non-Travel,Medium,19820503,7,2,20284,1,5,3,55,1,22,4,2,21,3,3,21,16,5,10,4/3/2002 0:00,
R&D,High School,Bryce Nelson,Male,1,1,Married,Research Scientist,Poor job satisfaction and pay,Travel_Rarely,None,19880125,6,3,6020,3,1,3,66,0,14,3,4,4,3,3,3,2,2,2,3/29/2020 0:00,
R&D,High School,Camala Bevar,Female,1,0,Married,Laboratory Technician,Not fitting in and feeling a sense of belonging,Travel_Rarely,None,19950910,12,3,22955,3,1,4,79,1,11,3,4,1,4,2,1,1,0,0,3/13/2014 0:00,3/13/2015 0:00
R&D,High School,Cathee Dionisii,Male,0,1,Single,Research Scientist,Poor work-life balance,Travel_Rarely,None,19970421,2,1,4050,2,1,4,36,0,12,3,4,5,2,3,4,3,1,1,3/30/2019 0:00,
R&D,High School,Cathi Giottoi,Male,0,1,Married,Laboratory Technician,Poor work-life balance,Travel_Rarely,Low,20011126,2,3,19299,3,1,4,100,0,14,3,3,3,2,3,2,1,2,1,3/29/2021 0:00,
R&D,High School,Cathryn Noirel,Male,0,1,Single,Laboratory Technician,Poor workplace culture,Travel_Rarely,None,19910629,2,4,19737,2,2,1,84,4,13,3,4,9,5,3,6,2,0,4,3/30/2017 0:00,
R&D,High School,Chad Beltran,Female,0,1,Married,Manufacturing Director,Not enough career opportunities ,Travel_Rarely,Low,19840814,1,4,7060,2,4,4,65,1,16,3,3,21,3,3,21,6,11,8,4/3/2002 0:00,
R&D,High School,Chad Cabrera,Male,1,0,Divorced,Laboratory Technician,Not enough career opportunities ,Travel_Frequently,Low,19650311,2,4,13384,2,1,4,57,9,14,3,4,3,3,2,1,0,0,0,7/23/2014 0:00,7/23/2015 0:00
R&D,High School,Charil Riddington,Female,1,1,Married,Research Scientist,Lack of employee motivation,Travel_Rarely,Low,19941021,15,2,26933,1,1,4,69,0,18,3,1,6,2,2,5,4,1,3,3/30/2018 0:00,
R&D,High School,Christa Emmins,Male,0,1,Married,Manufacturing Director,Not fitting in and feeling a sense of belonging,Non-Travel,Low,19941114,1,4,26283,3,2,3,41,1,13,3,1,10,1,3,10,7,0,9,3/31/2013 0:00,
R&D,High School,Christina Jones,Male,0,1,Single,Manager,Not fitting in and feeling a sense of belonging,Non-Travel,None,19690108,2,3,17323,2,4,1,40,7,15,3,2,31,3,4,9,7,6,2,3/31/2014 0:00,
R&D,High School,Christopher Davenport,Male,0,1,Single,Research Director,Poor workplace culture,Travel_Rarely,None,19840726,10,3,7914,3,3,3,65,7,21,4,3,9,3,3,4,3,2,2,3/30/2019 0:00,
R&D,High School,Christopher Ellis,Male,0,1,Married,Laboratory Technician,Not fitting in and feeling a sense of belonging,Travel_Rarely,None,19881205,8,4,4892,4,1,4,36,1,19,3,4,1,2,3,1,0,0,1,3/29/2022 0:00,
R&D,High School,Christopher Hill,Male,0,1,Married,Healthcare Representative,Lack of employee motivation,Travel_Rarely,Low,19850131,6,4,21457,2,3,1,42,4,15,3,1,9,5,3,7,7,1,7,3/30/2016 0:00,
R&D,High School,Christopher Huerta,Female,1,1,Single,Research Scientist,Not fitting in and feeling a sense of belonging,Travel_Rarely,None,19831007,2,4,22929,2,1,4,86,0,20,4,4,5,2,2,4,2,2,3,3/30/2019 0:00,
R&D,High School,Christopher Stephens,Female,1,1,Single,Research Scientist,Poor job satisfaction and pay,Travel_Frequently,None,19990807,2,1,17218,3,1,4,32,1,13,3,3,6,2,3,6,3,1,3,3/30/2017 0:00,
R&D,High School,Cindy Downs,Male,0,1,Married,Healthcare Representative,Lack of employee motivation,Non-Travel,Low,19780601,1,3,3395,2,3,3,74,3,23,4,4,25,3,2,23,15,14,4,4/3/2000 0:00,
R&D,High School,Cleve Absolom,Male,0,1,Married,Laboratory Technician,Not fitting in and feeling a sense of belonging,Travel_Rarely,Low,20001009,9,2,4344,3,1,1,37,1,14,3,4,5,2,4,4,3,0,2,3/30/2019 0:00,
R&D,High School,Cody Frazier,Male,0,1,Single,Manufacturing Director,Poor workplace culture,Non-Travel,None,19930109,1,3,20925,2,3,3,88,1,22,4,3,12,2,3,11,8,5,8,3/31/2012 0:00,
R&D,High School,Cody Shemilt,Male,1,1,Married,Laboratory Technician,Not fitting in and feeling a sense of belonging,Travel_Rarely,High,19730523,28,4,3297,4,1,3,74,1,11,3,3,20,3,3,20,8,3,8,4/3/2003 0:00,
R&D,High School,Collette Egerton,Male,0,1,Divorced,Manufacturing Director,Not fitting in and feeling a sense of belonging,Travel_Rarely,Low,19920118,9,3,14394,3,3,2,33,1,25,4,4,13,6,4,13,8,0,8,4/1/2010 0:00,
R&D,High School,Connie Joseph,Male,0,1,Married,Research Scientist,Poor workplace culture,Travel_Rarely,None,19951020,2,1,19911,2,1,2,67,0,17,3,1,6,2,1,5,3,0,4,3/30/2018 0:00,
R&D,High School,Constantia Scutter,Female,0,1,Married,Healthcare Representative,Poor work-life balance,Travel_Frequently,None,19770903,18,1,8984,3,3,3,86,5,11,3,4,28,3,2,2,2,1,2,3/29/2021 0:00,
R&D,High School,Cordey Sangwin,Male,1,1,Single,Research Scientist,Poor work-life balance,Travel_Frequently,None,19810126,2,2,9068,3,1,4,35,5,14,3,4,8,2,3,2,1,2,2,3/29/2021 0:00,
R&D,High School,Coretta Merredy,Male,0,1,Single,Research Scientist,Poor work-life balance,Travel_Rarely,None,19910506,1,4,15178,3,1,1,71,1,13,3,4,1,2,3,1,0,0,0,3/29/2022 0:00,
R&D,High School,Courtney Bottomley,Female,1,1,Married,Research Scientist,Not fitting in and feeling a sense of belonging,Travel_Rarely,Low,19920228,12,3,6984,3,1,4,95,8,23,4,3,7,0,3,4,2,0,2,3/30/2019 0:00,
R&D,High School,Courtney Carter,Male,1,1,Single,Manufacturing Director,Not fitting in and feeling a sense of belonging,Travel_Frequently,None,19791027,2,2,19719,3,3,3,86,5,18,3,2,16,2,2,2,2,2,2,3/29/2021 0:00,
R&D,High School,Crystal Herrera,Female,0,1,Divorced,Healthcare Representative,Poor work-life balance,Travel_Rarely,High,19830429,2,2,13888,4,2,3,89,5,20,4,2,15,0,3,12,11,11,8,4/1/2011 0:00,
R&D,High School,Cynthia Graham,Male,0,0,Divorced,Laboratory Technician,Not fitting in and feeling a sense of belonging,Travel_Rarely,High,19900412,10,1,6705,1,1,4,38,7,13,3,1,8,2,3,4,3,1,3,9/10/2014 0:00,9/9/2018 0:00
R&D,High School,Dakota Green,Male,0,1,Married,Research Director,Poor workplace culture,Travel_Frequently,None,19741018,2,2,13738,3,5,4,42,3,15,3,4,28,3,3,5,4,4,3,3/30/2018 0:00,
R&D,High School,Dal Wiltshier,Male,0,1,Single,Research Scientist,Poor job satisfaction and pay,Travel_Rarely,None,19980810,2,1,21632,4,1,1,65,7,13,3,3,6,3,2,4,3,0,1,3/30/2019 0:00,
R&D,High School,Daniel Mckenzie,Female,0,1,Married,Healthcare Representative,Lack of employee motivation,Travel_Rarely,Low,19940717,8,3,7288,1,2,1,39,3,13,3,3,9,3,3,7,7,0,7,3/30/2016 0:00,
R&D,High School,Dasya Ferronet,Male,0,1,Single,Research Scientist,Poor work-life balance,Travel_Rarely,None,20000327,10,1,19630,4,1,3,79,1,18,3,4,2,3,3,2,2,0,2,3/29/2021 0:00,
R&D,High School,David Hill,Female,1,1,Divorced,Laboratory Technician,Not enough career opportunities ,Travel_Rarely,High,19921219,2,4,17536,1,1,4,59,1,11,3,3,1,4,3,1,0,0,0,3/29/2022 0:00,
R&D,High School,David Hogan,Male,1,1,Married,Manager,Not fitting in and feeling a sense of belonging,Travel_Rarely,None,19841113,10,3,5355,3,4,1,99,1,14,3,4,21,3,3,21,9,11,10,4/3/2002 0:00,
R&D,High School,David Howard,Male,1,1,Divorced,Laboratory Technician,Poor workplace culture,Travel_Rarely,Low,19981022,2,4,7298,3,1,3,57,6,19,3,3,7,2,2,2,2,0,2,3/29/2021 0:00,
R&D,High School,Deina Dudney,Male,1,1,Married,Laboratory Technician,Poor work-life balance,Travel_Rarely,Medium,19930925,1,4,15998,2,2,4,55,1,12,3,3,10,1,2,10,8,3,0,3/31/2013 0:00,
R&D,High School,Denise Contreras,Male,0,1,Divorced,Healthcare Representative,Not enough career opportunities ,Travel_Frequently,Low,19941218,2,1,24483,3,2,4,87,1,19,3,4,6,0,4,6,4,1,3,3/30/2017 0:00,
R&D,High School,Dennis Atkinson,Female,1,1,Married,Healthcare Representative,Poor job satisfaction and pay,Travel_Rarely,Low,19740629,6,3,11652,2,4,3,41,2,19,3,2,30,3,3,15,11,2,12,4/1/2008 0:00,
R&D,High School,Derrek Killshaw,Female,0,1,Single,Laboratory Technician,Not enough career opportunities ,Travel_Frequently,None,19870330,18,2,7703,3,1,4,73,1,13,3,1,8,2,3,8,1,1,7,3/31/2015 0:00,
R&D,High School,Dill Hanhard,Male,0,1,Married,Laboratory Technician,Poor job satisfaction and pay,Travel_Rarely,Low,20011223,8,2,6881,1,1,1,94,1,15,3,1,4,3,2,4,3,1,1,3/30/2019 0:00,
R&D,High School,Donna Jensen,Male,0,1,Married,Laboratory Technician,Poor workplace culture,Travel_Rarely,Low,20000214,9,2,4344,3,1,1,37,1,14,3,4,5,2,4,4,3,0,2,3/30/2019 0:00,
R&D,High School,Dr. Albert Morales Jr.,Male,1,1,Married,Laboratory Technician,Poor job satisfaction and pay,Travel_Rarely,High,19730922,28,4,3297,4,1,3,74,1,11,3,3,20,3,3,20,8,3,8,4/3/2003 0:00,
R&D,High School,Dr. Travis Hicks MD,Male,1,1,Married,Manufacturing Director,Not fitting in and feeling a sense of belonging,Travel_Rarely,Low,19941101,8,2,17689,2,2,4,79,1,15,3,3,10,2,2,10,7,1,2,3/31/2013 0:00,
R&D,High School,Eleanora Madelin,Male,0,0,Single,Research Scientist,Poor work-life balance,Travel_Rarely,None,19890809,6,2,17102,3,1,1,83,2,11,3,3,8,2,3,4,2,1,3,4/11/2014 0:00,4/10/2018 0:00
R&D,High School,Elisha Haysom,Male,0,1,Married,Laboratory Technician,Poor workplace culture,Travel_Rarely,None,19880805,8,4,4892,4,1,4,36,1,19,3,4,1,2,3,1,0,0,1,3/29/2022 0:00,
R&D,High School,Elizabeth Barrett,Female,0,1,Single,Laboratory Technician,Lack of employee motivation,Travel_Rarely,None,20000713,4,3,12862,3,1,2,51,1,13,3,3,3,3,1,3,2,1,2,3/29/2020 0:00,
R&D,High School,Elizabeth Moreno,Female,1,0,Single,Healthcare Representative,Not enough career opportunities ,Travel_Frequently,None,19940922,14,3,22930,3,3,4,84,0,12,3,1,9,1,3,8,7,7,7,6/27/2008 0:00,6/25/2016 0:00
R&D,High School,Emlyn Janata,Male,1,1,Married,Manager,Poor job satisfaction and pay,Non-Travel,None,19810522,2,3,26582,3,4,3,37,0,13,3,4,21,3,2,20,8,2,10,4/3/2003 0:00,
R&D,High School,Erin Holt,Male,0,1,Married,Manufacturing Director,Poor workplace culture,Travel_Frequently,None,19890512,2,4,14074,2,2,3,45,1,17,3,3,10,2,2,10,9,1,9,3/31/2013 0:00,
R&D,High School,Ethyl Coolican,Male,1,0,Married,Manager,Poor work-life balance,Travel_Rarely,None,19900601,15,2,24619,3,3,3,56,7,12,3,4,15,2,4,7,6,7,7,8/10/2013 0:00,8/8/2020 0:00
R&D,High School,Evelina Urpeth,Female,0,1,Single,Research Scientist,Poor workplace culture,Travel_Rarely,None,19850713,1,3,14561,3,1,1,43,3,17,3,4,8,3,2,0,0,0,0,3/29/2023 0:00,
R&D,High School,Ewen Lazer,Male,1,1,Divorced,Manager,Lack of employee motivation,Travel_Frequently,Low,19840303,1,2,8213,3,5,3,52,1,14,3,3,21,3,3,21,8,1,6,4/3/2002 0:00,
R&D,High School,Faydra Bruty,Female,0,1,Divorced,Research Scientist,Poor job satisfaction and pay,Travel_Frequently,Medium,19971206,1,1,25265,2,1,3,66,1,13,3,3,5,5,3,5,3,1,3,3/30/2018 0:00,
R&D,High School,Fayre Wayman,Male,1,0,Married,Laboratory Technician,Poor workplace culture,Travel_Rarely,Low,19980125,4,4,4605,3,1,4,32,1,15,3,2,7,3,4,7,7,5,6,7/22/2013 0:00,7/20/2020 0:00
R&D,High School,Fifi Gumley,Male,1,0,Married,Healthcare Representative,Not fitting in and feeling a sense of belonging,Travel_Rarely,None,19850127,29,2,11354,3,2,1,70,7,19,3,2,17,2,3,1,0,0,0,,
R&D,High School,Filberto Keppie,Female,0,1,Single,Research Scientist,Poor workplace culture,Travel_Rarely,None,19900110,13,2,17241,3,1,4,53,3,18,3,1,5,4,3,3,2,0,2,3/29/2020 0:00,
R&D,High School,Francis Small,Male,0,1,Married,Manufacturing Director,Poor workplace culture,Travel_Rarely,Medium,19950819,29,3,3173,1,2,2,96,1,14,3,2,8,2,2,8,6,1,7,3/31/2015 0:00,
R&D,High School,Frank Frances,Male,1,0,Single,Research Scientist,Not enough career opportunities ,Travel_Rarely,None,19940902,18,3,14961,2,1,4,86,1,13,3,3,4,3,2,4,3,0,1,2/21/2012 0:00,2/20/2016 0:00
R&D,High School,Franni Bissill,Male,0,1,Married,Laboratory Technician,Not fitting in and feeling a sense of belonging,Travel_Rarely,High,19981102,19,4,9075,3,1,4,67,3,11,3,3,7,6,2,3,2,1,2,3/29/2020 0:00,
R&D,High School,Gena Cafe,Male,0,1,Married,Research Scientist,Lack of employee motivation,Travel_Rarely,Medium,20010301,19,3,11992,3,1,4,80,1,24,4,1,2,6,3,2,2,2,2,3/29/2021 0:00,
R&D,High School,Georgette Doumer,Male,0,1,Married,Research Scientist,Poor job satisfaction and pay,Travel_Frequently,Low,19740101,8,3,24907,2,2,2,61,1,23,4,4,10,3,3,10,7,1,7,3/31/2013 0:00,
R&D,High School,Germaine Strevens,Male,1,1,Married,Manufacturing Director,Lack of employee motivation,Travel_Rarely,Low,19940905,8,2,17689,2,2,4,79,1,15,3,3,10,2,2,10,7,1,2,3/31/2013 0:00,
R&D,High School,Gerrie Yewdale,Female,0,1,Married,Healthcare Representative,Poor workplace culture,Travel_Rarely,Low,19850312,17,3,24608,2,3,3,65,0,18,3,1,20,4,2,19,9,1,9,4/2/2004 0:00,
R&D,High School,Gina Davis,Male,0,1,Married,Research Scientist,Poor job satisfaction and pay,Travel_Frequently,Low,19850512,10,3,12127,3,1,3,66,0,17,3,2,3,0,2,2,1,0,2,3/29/2021 0:00,
R&D,High School,Ginnifer Newbery,Male,0,1,Married,Research Scientist,Poor work-life balance,Travel_Frequently,Low,19851227,10,3,12127,3,1,3,66,0,17,3,2,3,0,2,2,1,0,2,3/29/2021 0:00,
R&D,High School,Giralda Goalley,Female,1,1,Single,Research Scientist,Poor work-life balance,Travel_Rarely,None,20020717,1,4,25326,2,1,2,70,1,11,3,3,2,6,4,2,2,2,2,3/29/2021 0:00,
R&D,High School,Gladys Guitte,Male,0,0,Single,Research Scientist,Poor workplace culture,Travel_Frequently,None,19970411,3,3,6582,3,1,1,73,0,22,4,3,7,2,3,6,4,0,4,1/22/2013 0:00,1/21/2019 0:00
R&D,High School,Gloria Garrett,Male,0,1,Married,Research Scientist,Lack of employee motivation,Travel_Rarely,Medium,20010325,19,3,11992,3,1,4,80,1,24,4,1,2,6,3,2,2,2,2,3/29/2021 0:00,
R&D,High School,Gregory Robinson,Female,1,0,Married,Laboratory Technician,Not enough career opportunities ,Travel_Rarely,None,19950830,12,3,22955,3,1,4,79,1,11,3,4,1,4,2,1,1,0,0,4/6/2014 0:00,4/6/2015 0:00
R&D,High School,Hannah Lynch,Male,0,1,Divorced,Manufacturing Director,Poor job satisfaction and pay,Travel_Frequently,Medium,19980713,2,4,4973,4,2,3,77,1,17,3,3,7,6,3,7,7,0,7,3/30/2016 0:00,
R&D,High School,Heidi Laurand,Male,0,1,Married,Manufacturing Director,Poor job satisfaction and pay,Travel_Frequently,Low,19960207,1,3,9679,2,2,1,60,5,19,3,3,6,1,3,2,2,2,0,3/29/2021 0:00,
R&D,High School,Hesther Emm,Male,0,1,Divorced,Research Scientist,Not fitting in and feeling a sense of belonging,Travel_Rarely,Medium,20000911,26,3,16092,3,1,4,83,1,12,3,3,4,2,2,4,2,0,2,3/30/2019 0:00,
R&D,High School,Ignacius Gerling,Female,0,1,Divorced,Research Director,Poor job satisfaction and pay,Non-Travel,Medium,19821010,7,2,20284,1,5,3,55,1,22,4,2,21,3,3,21,16,5,10,4/3/2002 0:00,
R&D,High School,Ike Kolodziejski,Male,0,1,Married,Research Scientist,Not enough career opportunities ,Travel_Rarely,Medium,19980322,7,4,26897,2,1,4,64,1,11,3,3,2,2,3,2,2,2,1,3/29/2021 0:00,
R&D,High School,Ira Titchener,Male,0,1,Single,Laboratory Technician,Poor job satisfaction and pay,Travel_Rarely,None,19931111,2,2,11162,2,1,4,35,0,13,3,4,6,3,3,5,3,1,2,3/30/2018 0:00,
R&D,High School,Isiahi Westcar,Female,0,1,Divorced,Healthcare Representative,Poor job satisfaction and pay,Travel_Rarely,High,19831029,2,2,13888,4,2,3,89,5,20,4,2,15,0,3,12,11,11,8,4/1/2011 0:00,
R&D,High School,Jacob Kennedy,Male,0,1,Single,Laboratory Technician,Poor job satisfaction and pay,Travel_Rarely,None,20001020,20,1,24812,3,2,3,97,0,14,3,2,5,2,3,4,3,1,2,3/30/2019 0:00,
R&D,High School,Jake Lewis,Female,0,1,Married,Healthcare Representative,Poor workplace culture,Travel_Rarely,Low,19850913,17,3,24608,2,3,3,65,0,18,3,1,20,4,2,19,9,1,9,4/2/2004 0:00,
R&D,High School,James Johnson,Male,1,1,Single,Laboratory Technician,Not fitting in and feeling a sense of belonging,Travel_Rarely,None,19940201,3,2,16213,3,1,1,87,1,18,3,4,10,3,3,10,9,1,5,3/31/2013 0:00,
R&D,High School,James Rios,Male,1,0,Single,Laboratory Technician,Poor work-life balance,Travel_Rarely,None,20000501,8,4,20586,2,1,3,93,1,11,3,1,5,2,3,5,4,1,2,,
R&D,High School,Janice Todd,Male,1,1,Divorced,Manager,Poor workplace culture,Travel_Frequently,Low,19841102,1,2,8213,3,5,3,52,1,14,3,3,21,3,3,21,8,1,6,4/3/2002 0:00,
R&D,High School,Jason Murphy,Female,0,1,Married,Research Director,Poor workplace culture,Non-Travel,Medium,19760618,1,3,17231,3,3,2,98,0,18,3,1,14,3,1,13,8,5,12,4/1/2010 0:00,
R&D,High School,Jeffrey Kim,Male,0,1,Single,Research Scientist,Lack of employee motivation,Travel_Rarely,None,19980501,2,1,21632,4,1,1,65,7,13,3,3,6,3,2,4,3,0,1,3/30/2019 0:00,
R&D,High School,Jennifer Daniels,Male,0,1,Single,Laboratory Technician,Lack of employee motivation,Travel_Rarely,None,19911217,2,4,19737,2,2,1,84,4,13,3,4,9,5,3,6,2,0,4,3/30/2017 0:00,
R&D,High School,Jennifer Reynolds,Male,0,1,Married,Healthcare Representative,Not fitting in and feeling a sense of belonging,Non-Travel,Low,19780505,1,3,3395,2,3,3,74,3,23,4,4,25,3,2,23,15,14,4,4/3/2000 0:00,
R&D,High School,Jennifer Valdez,Female,1,1,Divorced,Research Scientist,Not enough career opportunities ,Travel_Rarely,Medium,19860720,10,4,19905,3,1,1,82,0,13,3,2,6,3,2,5,3,4,3,3/30/2018 0:00,
R&D,High School,Jeremiah Bennett,Male,0,1,Married,Laboratory Technician,Poor work-life balance,Non-Travel,None,19990927,4,1,10778,2,1,4,46,0,17,3,4,6,2,2,5,2,3,4,3/30/2018 0:00,
